Tikid,Street_name,House_num,Bloc,Site,Label
05660460,שרת משה ,46  ,6213 , 1128,high
05660480,שרת משה ,48  ,6213 , 503,low
05660490,שרת משה ,49  ,6213 , 1019,available
05660500,שרת משה ,50  ,6213 , 502,available
05660510,שרת משה ,51  ,6213 , 1020,available
05660530,סמילנסקי ,2  ,6213 , 1021,available
05660550,שרת משה ,55  ,6213 , 1027,low
05660560,שרת משה ,56  ,6213 , 1188,available
05660570,שרת משה ,57  ,6213 , 1026,high
05660580,שרת משה ,58  ,6213 , 1167,tama_38
05660590,עקיבא אריה ,59  ,6213 , 1025,available
05660600,שרת משה ,60  ,6213 , 514,high
05660610,שרת משה ,61  ,6213 , 746,available
05660620,שרת משה ,62  ,6213 , 850,low
05660630,שרת משה ,63  ,6213 , 1435,low
05660640,עקיבא אריה ,6  ,6213 , 1207,available
05660650,שרת משה ,65 א,6213 , 752,available
05660660,שרת משה ,66  ,6213 , 1154,tama_38
05660670,שרת משה ,67  ,6213 , 1077,low
05660690,שרת משה ,69  ,6213 , 1077,available
05660710,שרת משה ,71  ,6213 , 1076,high
05660730,שרת משה ,73  ,6213 , 1075,available
05660790,שרת משה ,79  ,6108 , 574,low
05660810,אהבת ציון ,30  ,6108 , 574,low
05660820,שרת משה ,82  ,6108 , 452,available
05660830,שרת משה ,83  ,6108 , 521,low
05660840,שרת משה ,84  ,6108 , 206,available
05660850,שרת משה ,85  ,6108 , 449,available
05660860,שרת משה ,86  ,6108 , 205,available
05660870,שרת משה ,87  ,6108 , 526,available
05730010,מטמון כהן ,1  ,6213 , 313,high
05730020,רמז דוד ,16  ,6213 , 750,high
05730030,מטמון כהן ,3  ,6213 , 312,high
05730050,מטמון כהן ,5  ,6213 , 311,high
05730070,מטמון כהן ,7  ,6213 , 310,tama_38
04890030,אפשטיין יצחק ,3  ,6213 , 294,available
04890040,אפשטיין יצחק ,4  ,6213 , 820,low
04890050,אפשטיין יצחק ,5  ,6213 , 295,high
04890060,אפשטיין יצחק ,6  ,6213 , 956,low
04890070,אפשטיין יצחק ,7  ,6213 , 296,high
04890080,אפשטיין יצחק ,8 א,6213 , 956,low
04890090,אפשטיין יצחק ,9  ,6213 , 297,high
04890110,אפשטיין יצחק ,11  ,6213 , 298,available
04890150,אפשטיין יצחק ,15  ,6213 , 737,new
04860030,מוסנזון בן-ציון דר' ,3  ,6213 , 72,tama_38
04860040,מוסנזון בן-ציון דר' ,4  ,6213 , 93,low
04860050,מוסנזון בן-ציון דר' ,5  ,6213 , 73,high
04860060,ילין דוד ,2  ,6213 , 91,available
04860070,מוסנזון בן-ציון דר' ,7  ,6213 , 74,high
04860080,ילין דוד ,1  ,6213 , 647,available
04860090,מוסנזון בן-ציון דר' ,9  ,6213 , 75,available
04860100,מוסנזון בן-ציון דר' ,10  ,6213 , 88,high
04860110,מוסנזון בן-ציון דר' ,11  ,6213 , 76,tama_38
04860120,מוסנזון בן-ציון דר' ,12  ,6213 , 87,high
04860130,מוסנזון בן-ציון דר' ,13  ,6213 , 77,low
04860140,מוסנזון בן-ציון דר' ,14  ,6213 , 86,high
04860150,מוסנזון בן-ציון דר' ,15  ,6213 , 78,available
04860160,מוסנזון בן-ציון דר' ,16  ,6213 , 85,high
04860170,מוסנזון בן-ציון דר' ,17  ,6213 , 79,high
04860180,מוסנזון בן-ציון דר' ,18  ,6213 , 84,high
04860190,מוסנזון בן-ציון דר' ,19  ,6213 , 80,available
04860200,מוסנזון בן-ציון דר' ,20  ,6213 , 83,available
04860210,מוסנזון בן-ציון דר' ,21  ,6213 , 81,high
04860220,שור משה פרופ' ,6  ,6213 , 1268,low
04860230,שור משה פרופ' ,4  ,6213 , 855,high
04900030,מוזר יעקב ,3 א,6213 , 956,available
04900040,מוזר יעקב ,4  ,6213 , 834,high
04900050,מוזר יעקב ,5  ,6213 , 956,low
04900060,מוזר יעקב ,6  ,6213 , 826,high
04900080,מוזר יעקב ,8  ,6213 , 827,high
04900100,מוזר יעקב ,10  ,6213 , 828,high
04900120,מוזר יעקב ,12  ,6213 , 829,high
04900140,מוזר יעקב ,14  ,6213 , 151,high
11610080,רמז דוד ,8  ,6213 , 160,high
11610090,רמז דוד ,9 ,6213 , 1450,new
11610100,רמז דוד ,10  ,6213 , 159,low
11610120,רמז דוד ,12  ,6213 , 158,low
11610210,רמז דוד ,21  ,6213 , 383,high
11610230,רמז דוד ,23  ,6213 , 942,high
11610240,רמז דוד ,24  ,6213 , 864,available
11610250,רמז דוד ,25  ,6213 , 740,available
11610260,רמז דוד ,26  ,6213 , 965,high
11610270,רמז דוד ,27  ,6213 , 114,low
11610280,רמז דוד ,28  ,6213 , 1273,low
11610290,רמז דוד ,29  ,6213 , 113,available
11610300,רמז דוד ,30  ,6213 , 1262,available
11610310,רמז דוד ,31  ,6213 , 112,high
11610320,רמז דוד ,32  ,6213 , 751,high
11610340,רמז דוד ,34  ,6213 , 694,low
11610370,רמז דוד ,37  ,6213 , 755,low
11610400,רמז דוד ,40  ,6213 , 116,low
11610420,רמז דוד ,42  ,6213 , 117,available
11610440,רמז דוד ,44  ,6213 , 745,low
11900070,ליפסקי לואי ,7  ,6213 , 491,available
11900080,ליפסקי לואי ,8  ,6213 , 495,low
11900090,ליפסקי לואי ,9  ,6213 , 845,high
11900100,ליפסקי לואי ,10  ,6213 , 494,low
11900110,ליפסקי לואי ,11  ,6213 , 701,low
11900140,ליפסקי לואי ,14  ,6213 , 1256,low
11900170,ליפסקי לואי ,17  ,6213 , 993,low
11900200,ליפסקי לואי ,20  ,6213 , 1171,available
11900210,ליפסקי לואי ,19  ,6213 , 1158,available
11900230,ליפסקי לואי ,23  ,6213 , 738,low
11900240,ליפסקי לואי ,24  ,6213 , 1172,available
05640070,חנקין ,11  ,6213 , 1370,low
05030030,בילטמור ,3  ,6213 , 871,available
05030040,בילטמור ,4  ,6213 , 874,low
05030050,בילטמור ,5  ,6213 , 870,high
05030060,בילטמור ,6  ,6213 , 875,available
05030070,בילטמור ,7  ,6213 , 964,low
05030080,בילטמור ,8  ,6213 , 876,available
05030090,בילטמור ,9  ,6213 , 998,available
05030100,בילטמור ,10  ,6213 , 1173,available
05030110,בילטמור ,11  ,6213 , 646,low
05030120,בילטמור ,12  ,6213 , 861,high
05030130,בילטמור ,13  ,6213 , 695,available
05030140,,615 1  ,6213 , 706,high
05030150,בילטמור ,15  ,6213 , 698,available
05030160,כהנשטם ,8  ,6213 , 699,low
05430060,בן סרוק ,6  ,6213 , 411,low
05430100,בן סרוק ,10  ,6213 , 410,low
05430120,בן סרוק ,12  ,6213 , 409,low
05430140,בן סרוק ,14  ,6213 , 407,available
05430160,בן סרוק ,16  ,6213 , 406,available
05430180,בן סרוק ,18  ,6213 , 404,high
05430190,בן סרוק ,19  ,6213 ," 20,26",available
05430220,בן סרוק ,22  ,6213 , 403,high
05430240,בן סרוק ,24  ,6213 , 402,high
05430250,בן סרוק ,25  ,6213 , 16,new
05780050,בן שפרוט ,5  ,6213 , 415,available
05780070,בן שפרוט ,7  ,6213 , 416,available
05780090,בן שפרוט ,9  ,6213 , 417,available
05780110,בן שפרוט ,11  ,6213 , 418,available
05780130,בן שפרוט ,13  ,6213 , 419,low
05780150,בן שפרוט ,15  ,6213 , 420,available
05780190,בן שפרוט ,19  ,6213 , 422,available
05720010,חדרה ,1  ,6213 , 664,low
05720050,חדרה ,5  ,6213 , 663,available
05720070,חדרה ,7  ,6213 , 161,available
05720080,חדרה ,8  ,6213 , 168,low
05720090,חדרה ,9  ,6213 , 162,low
05720100,חדרה ,10  ,6213 , 167,high
05720110,חדרה ,11  ,6213 , 163,low
05720120,חדרה ,12  ,6213 , 166,available
05720130,חדרה ,13  ,6213 , 164,available
05720150,מטמון כהן ,6  ,6213 , 165,high
05670040,הא באייר ,4  ,6213 , 1381,low
05670060,הא באייר ,6  ,6213 , 1348,low
05670080,הא באייר ,8  ,6213 , 1386,low
05670120,הא באייר ,12  ,6213 , 1406,available
05670160,הא באייר ,16  ,6213 , 1393,available
05670220,הא באייר ,22  ,6213 , 1344,available
05670240,הא באייר ,24  ,6213 , 1308,low
05670260,הא באייר ,26  ,6213 , 1305,high
05670280,הא באייר ,28  ,6213 , 1323,low
05670300,הא באייר ,30  ,6213 , 1359,high
05670320,הא באייר ,32  ,6213 , 1432,low
05670340,הא באייר ,34  ,6213 , 1429,low
05670400,הא באייר ,40  ,6213 , 1383,high
05670420,הא באייר ,42  ,6213 , 1321,available
05670440,הא באייר ,44  ,6213 , 1354,available
05670450,הא באייר ,45 ,6213 , 334,new
05670480,עקיבא אריה ,2  ,6213 , 1319,low
05670500,הא באייר ,50  ,6213 , 1362,low
05670520,הא באייר ,52  ,6213 , 1351,low
05670540,הא באייר ,54  ,6213 , 1303,available
05670560,הא באייר ,56  ,6213 , 1438,new
05670580,הא באייר ,58  ,6213 , 1443,new
05670620,הא באייר ,62  ,6213 , 1409,high
05670640,הא באייר ,64  ,6213 , 1402,high
05670660,הא באייר ,66  ,6213 , 1422,available
05670680,ליפסקי לואי ,1  ,6213 , 1390,low
05670700,הא באייר ,70  ,6213 , 1356,high
05670720,הא באייר ,72  ,6213 , 1364,available
05450030,אנטוקולסקי ,7  ,6217 , 678,tama_38
05450060,ליליאן ,12  ,6217 , 394,high
05450080,אנטוקולסקי ,8  ,6217 , 393,high
05450090,אנטוקולסקי ,9  ,6217 , 447,high
05450100,אנטוקולסקי ,10  ,6217 , 392,available
05450110,אנטוקולסקי ,11  ,6217 , 448,high
05450120,אנטוקולסקי ,12  ,6217 , 391,available
05450130,אנטוקולסקי ,13  ,6217 , 451,available
05450150,אנטוקולסקי ,15  ,6217 , 455,high
05450190,אנטוקולסקי ,19  ,6217 , 456,available
05450210,אנטוקולסקי ,21  ,6217 , 459,high
05450230,אנטוקולסקי ,23  ,6217 , 542,available
05410030,רמברנדט ,3  ,6217 , 505,low
05410040,רמברנדט ,4  ,6217 , 42,available
05410050,רמברנדט ,5  ,6217 , 169,high
05410060,רמברנדט ,6  ,6217 , 43,available
05410070,רמברנדט ,7  ,6217 , 315,new
05410080,רמברנדט ,8  ,6217 , 47,high
05410090,רמברנדט ,9  ,6217 , 314,new
05410100,רמברנדט ,10  ,6217 , 48,high
05410110,רמברנדט ,11  ,6217 , 274,low
05410120,רמברנדט ,12  ,6217 , 558,high
05410130,רמברנדט ,13  ,6217 , 541,low
05410140,רמברנדט ,14  ,6217 , 513,high
05410150,רמברנדט ,15  ,6217 , 520,available
05410160,רמברנדט ,16  ,6217 , 170,low
05410170,רמברנדט ,17  ,6217 , 621,available
05410180,רמברנדט ,18  ,6217 , 316,high
05410190,רמברנדט ,19  ,6217 , 389,available
05410200,רמברנדט ,20  ,6217 , 317,high
05410210,אנטוקולסקי ,25  ,6217 , 462,available
05410220,סוטין ,2  ,6217 , 278,available
05410240,סוטין ,1  ,6217 , 588,low
05410260,רמברנדט ,26  ,6217 , 240,low
05410280,רמברנדט ,28  ,6217 , 241,available
05410300,רמברנדט ,30  ,6217 , 602,high
05410320,רמברנדט ,32  ,6217 , 566,available
05410340,רמברנדט ,34  ,6217 , 384,low
05410360,רמברנדט ,36  ,6217 , 578,available
05410380,רמברנדט ,38  ,6217 , 565,available
05410400,רמברנדט ,40  ,6217 , 468,available
05440030,בלוך דוד ,3  ,6217 , 41,low
05440040,בלוך דוד ,4  ,6217 , 181,high
05440050,בלוך דוד ,5  ,6217 , 44,low
05440060,בלוך דוד ,6  ,6217 , 608,high
05440070,בלוך דוד ,7  ,6217 , 45,low
05440080,בלוך דוד ,8  ,6217 , 55,high
05440090,בלוך דוד ,9  ,6217 , 46,available
05440100,בלוך דוד ,10  ,6217 , 547,high
05440110,בלוך דוד ,11  ,6217 , 50,low
05440120,בלוך דוד ,12  ,6217 , 57,low
05440130,בלוך דוד ,13  ,6217 , 51,high
05440140,בלוך דוד ,14  ,6217 , 58,high
05440150,בלוך דוד ,15  ,6217 , 504,high
05440160,בלוך דוד ,16  ,6217 , 59,available
05440170,בלוך דוד ,17  ,6217 , 590,low
05440180,בלוך דוד ,18  ,6217 , 60,low
05440190,בלוך דוד ,19  ,6217 , 557,available
05440200,בלוך דוד ,20  ,6217 , 61,available
05440210,בלוך דוד ,21  ,6217 , 171,available
05440220,בלוך דוד ,22  ,6217 , 586,high
05440230,בלוך דוד ,23  ,6217 , 311,high
05440240,בלוך דוד ,24  ,6217 , 503,high
05440250,בלוך דוד ,25  ,6217 , 310,high
05440260,בלוך דוד ,26  ,6217 , 172,low
05440270,סוטין ,5  ,6217 , 284,high
05440280,בלוך דוד ,28  ,6217 , 173,high
05440290,בלוך דוד ,29  ,6217 , 607,low
05440300,בלוך דוד ,30  ,6217 , 312,high
05440310,בלוך דוד ,31  ,6217 , 244,available
05440320,בלוך דוד ,32  ,6217 , 287,low
05440330,בלוך דוד ,33  ,6217 , 506,high
05440340,בלוך דוד ,34  ,6217 , 568,high
05440350,בלוך דוד ,35  ,6217 , 545,high
05440360,בלוך דוד ,36  ,6217 , 589,high
05440370,בלוך דוד ,37  ,6217 , 383,high
05440380,בלוך דוד ,38  ,6217 , 412,low
05440390,בלוך דוד ,39  ,6217 , 382,high
05440400,בלוך דוד ,40  ,6217 , 409,low
05440410,בלוך דוד ,41  ,6217 , 380,high
05440420,בלוך דוד ,42  ,6217 , 408,high
05440430,בלוך דוד ,43  ,6217 , 524,high
05440440,בלוך דוד ,44  ,6217 , 405,available
05440450,בלוך דוד ,45  ,6217 , 502,available
05440460,בלוך דוד ,46  ,6217 , 402,low
05440480,בלוך דוד ,48  ,6217 , 514,high
06790010,בצלאל ,1  ,6217 , 206,high
06790030,בצלאל ,3  ,6217 , 205,high
06790050,בצלאל ,5  ,6217 , 512,high
06790070,בצלאל ,7  ,6217 , 71,available
06790080,בצלאל ,8  ,6217 , 78,available
06790090,בצלאל ,9  ,6217 , 70,high
06790100,בצלאל ,10  ,6217 , 77,available
06790110,בצלאל ,11  ,6217 , 69,available
06790120,בצלאל ,12  ,6217 , 76,available
06790130,בצלאל ,13  ,6217 , 68,available
06790140,בצלאל ,14  ,6217 , 75,available
06790150,בצלאל ,15  ,6217 , 67,available
06790170,בצלאל ,17  ,6217 , 66,available
06790190,בצלאל ,19  ,6217 , 546,available
06790200,בצלאל ,20  ,6217 , 140,available
06790220,בצלאל ,22  ,6217 , 308,available
06790240,בצלאל ,24  ,6217 , 309,available
06790250,בצלאל ,25  ,6217 , 313,low
06790270,בצלאל ,27  ,6217 , 292,available
06790290,בצלאל ,29  ,6217 , 291,high
06790310,בצלאל ,31  ,6217 , 290,high
06790330,בצלאל ,33  ,6217 , 410,high
06790350,בצלאל ,35  ,6217 , 407,available
06710020,בלוך דוד ,44  ,6217 , 405,available
06710030,בארי ,3  ,6217 , 641,available
06710040,בארי ,4  ,6217 , 406,available
06710050,בארי ,5 א,6217 , 564,low
06710060,בארי ,6  ,6217 , 681,available
06710070,בארי ,7  ,6217 , 28,high
06710080,בארי ,8  ,6217 , 676,new
06710090,בארי ,9  ,6217 , 29,high
06710110,בארי ,11  ,6217 , 30,available
06710130,בארי ,13  ,6217 , 619,low
06710170,בארי ,17  ,6217 , 33,low
06710180,בארי ,18  ,6217 , 337,low
06710190,בארי ,19  ,6217 , 34,high
06710200,בארי ,20  ,6217 , 338,available
06710210,בארי ,21  ,6111 , 738,available
06710220,בארי ,22  ,6111 , 468,available
06710240,בארי ,24  ,6111 , 463,available
06710260,פומבדיתא ,19  ,6111 , 464,low
06710270,בארי ,27  ,6111 , 423,available
06710280,פומבדיתא ,28  ,6111 , 510,low
06710290,בארי ,29  ,6111 , 424,low
06710300,בארי ,30  ,6111 , 509,available
06720010,בצלאל ,28  ,6217 , 645,high
06720020,נהרדעא ,2  ,6217 , 297,available
06720090,נהרדעא ,9  ,6217 , 676,available
06720100,נהרדעא ,10  ,6217 , 647,low
06720110,נהרדעא ,11  ,6217 , 343,low
06720120,נהרדעא ,12  ,6217 , 643,available
06720130,נהרדעא ,13  ,6217 , 342,low
06720140,נהרדעא ,14  ,6217 , 366,low
06720150,נהרדעא ,15  ,6217 , 341,available
06720170,נהרדעא ,17  ,6111 , 467,available
06720190,נהרדעא ,19  ,6111 , 466,available
05460030,סוטין ,3  ,6217 , 561,available
05460040,סוטין ,4  ,6217 , 279,low
05460090,סוטין ,9  ,6217 , 307,available
05460100,סוטין ,10  ,6217 , 591,low
05460110,סוטין ,11  ,6217 , 138,available
05460120,בצלאל ,16  ,6217 , 567,low
05460130,בצלאל ,18  ,6217 , 174,high
05460140,סוטין ,14  ,6217 , 111,available
05460150,סוטין ,15  ,6217 , 175,low
05460170,סוטין ,17  ,6217 , 143,available
05460180,סוטין ,18  ,6217 , 615,available
05460200,סוטין ,20  ,6217 , 581,available
05460220,סוטין ,22  ,6217 , 359,low
05460230,סוטין ,23  ,6217 , 368,high
05460240,סוטין ,24  ,6217 , 360,tama_38
06740010,גליצנשטיין ,1  ,6217 , 79,low
06740020,גליצנשטיין ,2  ,6217 , 200,available
06740030,גליצנשטיין ,3  ,6217 , 80,available
06740040,גליצנשטיין ,4  ,6217 , 201,available
06740050,גליצנשטיין ,5  ,6217 , 81,available
06740060,גליצנשטיין ,6  ,6217 , 202,available
06740070,גליצנשטיין ,7  ,6217 , 82,low
06750010,מודיליאני ,1  ,6217 , 209,tama_38
06750020,שילה ,4  ,6217 , 185,high
06750030,מודיליאני ,3  ,6217 , 208,high
06750040,מודיליאני ,4  ,6217 , 186,high
06750050,מודיליאני ,5  ,6217 , 207,low
06750060,מודיליאני ,6  ,6217 , 187,available
06750070,מודיליאני ,7  ,6217 , 199,available
06750080,מודיליאני ,8  ,6217 , 188,available
06750090,מודיליאני ,9  ,6217 , 198,low
06750110,מודיליאני ,11  ,6217 , 197,available
06750130,מודיליאני ,13  ,6217 , 196,available
06750140,מודיליאני ,14  ,6217 , 191,available
06750150,מודיליאני ,15  ,6217 , 195,tama_38
06750160,מודיליאני ,16  ,6217 , 192,low
06750170,מודיליאני ,17  ,6217 , 194,high
06650050,פומבדיתא ,2  ,6111 , 496,available
05470030,שטרוק ,3  ,6217 , 167,tama_38
05470040,שטרוק ,4  ,6217 , 128,available
05470050,שטרוק ,5  ,6217 , 126,low
05470060,שטרוק ,6  ,6217 , 268,available
05470070,שטרוק ,7  ,6217 , 267,available
05470080,שטרוק ,8  ,6217 , 269,high
05470090,שטרוק ,9  ,6217 , 266,available
05470100,שטרוק ,10  ,6217 , 230,low
05470110,שטרוק ,11  ,6217 , 265,high
05470120,שטרוק ,12  ,6217 , 229,available
05470130,שטרוק ,13  ,6217 , 225,available
05470150,שטרוק ,15  ,6217 , 226,tama_38
05470170,שטרוק ,17  ,6217 , 227,available
05480030,ליליאן ,3  ,6217 , 271,available
05480040,ליליאן ,4  ,6217 , 236,low
05480050,ליליאן ,5  ,6217 , 270,available
05480060,ליליאן ,6  ,6217 , 235,available
05480070,ליליאן ,7  ,6217 , 231,low
05480080,ליליאן ,8  ,6217 , 234,high
05480090,ליליאן ,9  ,6217 , 232,new
05480100,ליליאן ,10  ,6217 , 417,high
06760040,פומבדיתא ,4  ,6111 , 745,high
06760100,פומבדיתא ,10  ,6111 , 500,available
06760120,פומבדיתא ,12  ,6111 , 501,low
06760140,פומבדיתא ,14  ,6111 , 502,available
06760160,פומבדיתא ,16  ,6111 , 503,low
06760170,פומבדיתא ,17  ,6111 , 465,available
06760180,פומבדיתא ,18  ,6111 , 504,available
06760200,פומבדיתא ,22  ,6111 , 505,tama_38
06760240,פומבדיתא ,24  ,6111 , 507,available
06760260,פומבדיתא ,26  ,6111 , 508,available
06770050,פישמן מימון ,5 ,6111 , 839,high
06770090,פישמן מימון ,9  ,6111 , 843,available
06770110,פישמן מימון ,11  ,6111 , 843,low
06770120,פישמן מימון ,12  ,6217 , 363,available
06770140,פישמן מימון ,14  ,6217 , 364,high
06770150,סוטין ,29  ,6217 , 646,low
06770160,פישמן מימון ,16  ,6217 , 365,available
06780040,לסר אורי ,4  ,6111 , 837,high
06780080,לסר אורי ,8  ,6111 , 838,high
06780120,לסר אורי ,12  ,6111 , 841,low
06780140,לסר אורי ,14  ,6217 , 582,tama_38
06800030,שילה ,3  ,6217 , 184,available
06800050,שילה ,5  ,6217 , 183,available
06800070,שילה ,7  ,6217 , 182,available
06800080,שילה ,8  ,6217 , 210,available
04810010,דוד המלך ,1  ,6111 , 175,low
04810030,שילה ,1  ,6111 , 176,low
04810040,דוד המלך ,4  ,6111 , 94,low
04810050,שילה ,2  ,6111 , 178,low
04810060,דוד המלך ,6  ,6111 , 95,available
04810070,דוד המלך ,7  ,6111 , 179,low
04810080,דוד המלך ,8  ,6111 , 96,available
04810090,דוד המלך ,9  ,6111 , 180,available
04810100,דוד המלך ,10  ,6111 , 97,low
04810110,דוד המלך ,11  ,6111 , 181,available
04810120,דוד המלך ,12  ,6111 , 98,low
04810130,דוד המלך ,13  ,6111 , 182,low
04810140,דובנוב ,35  ,6111 , 99,available
04810150,דוד המלך ,15  ,6111 , 183,available
04810160,דובנוב ,32  ,6111 , 853,available
04810170,דוד המלך ,17  ,6111 , 184,available
04810180,דוד המלך ,18  ,6111 , 103,available
04810190,דוד המלך ,19  ,6111 , 358,high
04810200,דוד המלך ,20  ,6111 , 104,available
04810210,דוד המלך ,21  ,6111 , 359,available
04810220,דוד המלך ,22  ,6111 , 105,low
04810230,דוד המלך ,23  ,6111 , 360,low
04810240,דוד המלך ,24  ,6111 , 106,low
04810250,דוד המלך ,25  ,6111 , 361,low
04810260,דוד המלך ,26  ,6111 , 107,low
04810270,דוד המלך ,27  ,6111 , 657,available
04810280,דוד המלך ,28  ,6111 , 108,low
04810290,דוד המלך ,29  ,6111 , 363,low
04810300,דוד המלך ,30  ,6111 , 109,available
04810310,דוד המלך ,31  ,6111 , 364,available
04810330,דוד המלך ,33  ,6111 , 372,low
04810340,זיו רבקה ,2 ,6111 , 835,available
04810350,לסר אורי ,2  ,6111 , 365,low
04810370,לסר אורי ,2  ,6111 , 365,new
04810390,דוד המלך ,39  ,6111 , 367,high
04810430,דוד המלך ,43  ,6111 , 842,new
04810470,פישמן מימון ,3 ,6111 , 840,available
04810510,פישמן מימון ,2  ,6111 , 664,available
04810530,דוד המלך ,53  ,6111 , 664,available
04810550,דוד המלך ,55  ,6111 , 664,low
04620010,צייטלין ,1  ,6111 , 120,low
04620020,אבן גבירול ,62  ,6111 , 152,tama_38
04620040,צייטלין ,4  ,6111 , 144,available
04620050,צייטלין ,5  ,6111 , 469,high
04620060,צייטלין ,6  ,6111 , 142,available
04620070,צייטלין ,7  ,6111 , 597,high
04620080,צייטלין ,8  ,6111 , 140,available
04620090,צייטלין ,9  ,6111 , 512,available
04620100,צייטלין ,10  ,6111 , 138,available
04620110,צייטלין ,11  ,6111 , 396,tama_38
04620120,צייטלין ,12  ,6111 , 136,low
04620130,דובנוב ,31  ,6111 , 518,available
04620140,דובנוב ,27  ,6111 , 134,available
04620150,דובנוב ,28  ,6111 , 409,low
04620160,דובנוב ,26  ,6111 , 444,low
04620170,צייטלין ,17  ,6111 , 113,low
04620190,צייטלין ,19  ,6111 , 114,low
04620200,צייטלין ,20  ,6111 , 858,high
04620210,צייטלין ,21  ,6111 , 115,low
04620250,צייטלין ,25  ,6111 , 117,available
04620270,צייטלין ,27  ,6111 , 118,available
04620290,בריינין ראובן ,1  ,6111 , 119,available
03300150,אבן גבירול ,56  ,6111 , 154,high
03300160,מאנה ,18  ,6111 , 598,tama_38
03300170,מאנה ,17  ,6111 , 145,available
03300190,מאנה ,19  ,6111 , 143,available
03300200,מאנה ,20  ,6111 , 642,low
03300210,מאנה ,21  ,6111 , 141,available
03300230,מאנה ,23  ,6111 , 139,available
03300250,מאנה ,25  ,6111 , 137,low
03300260,מאנה ,26  ,6111 , 638,low
03300270,דובנוב ,27  ,6111 , 134,available
11620070,שאול המלך ,19  ,6111 , 858,available
11620080,ברקוביץ ,8  ,6111 , 856,available
03340310,אבן גבירול ,38  ,6111 , 234,low
03340320,שאול המלך ,1  ,6111 , 863,tama_38
03340330,השופטים ,33  ,6111 , 239,high
03340340,השופטים ,34  ,6111 , 197,available
03340350,קצנלסון יצחק ,2  ,6111 , 241,low
03340360,השופטים ,36  ,6111 , 197,low
03340370,,668 1  ,6111 , 242,available
03340380,השופטים ,38  ,6111 , 196,tama_38
03340390,השופטים ,39  ,6111 , 243,low
03340400,השופטים ,40  ,6111 , 195,available
03340410,השופטים ,41  ,6111 , 244,high
03340420,השופטים ,42  ,6111 , 521,tama_38
03340440,דובנוב ,11  ,6111 , 521,low
06610090,דובנוב ,9  ,6111 , 717,low
06610100,דה וינצ'י לאונרדו ,19  ,6111 , 756,low
06610150,דובנוב ,15  ,6111 , 245,available
06610160,שאול המלך ,15  ,6111 , 447,available
06610170,דובנוב ,17  ,6111 , 214,low
06610180,דה וינצ'י לאונרדו ,29  ,6111 , 603,low
06610190,דובנוב ,19  ,6111 , 213,high
06610200,דה וינצ'י לאונרדו ,31 א,6111 , 604,low
06610210,דוליצקי ,3  ,6111 , 230,low
06610220,דובנוב ,22  ,6111 , 596,low
06610230,דובנוב ,23  ,6111 , 229,available
06610240,דה וינצ'י לאונרדו ,37  ,6111 , 445,low
06610300,דובנוב ,30  ,6111 , 110,high
06610330,דובנוב ,33  ,6111 , 101,tama_38
06610360,דובנוב ,36  ,6217 , 190,high
06610390,מודיליאני ,10  ,6217 , 189,high
06230030,בריינין ראובן ,3  ,6111 , 111,available
10020280,שאול המלך ,19  ,6111 , 858,low
04580010,ויצמן ,7  ,6111 , 348,available
04580020,זיו רבקה ,2 ,6111 , 835,high
04580030,זיו רבקה ,3  ,6111 , 823,new
04580060,צייטלין ,26  ,6111 , 829,tama_38
04580070,ברקוביץ ,4  ,6111 , 868,tama_38
04580080,ויצמן ,7  ,6111 , 348,low
06630030,קצנלסון יצחק ,3  ,6111 , 238,available
06630040,קצנלסון יצחק ,4  ,6111 , 240,available
06630050,קצנלסון יצחק ,5  ,6111 , 237,low
06630060,קצנלסון יצחק ,6  ,6111 , 515,available
06630070,קצנלסון יצחק ,7  ,6111 , 211,high
06630080,דוליצקי ,2  ,6111 , 212,available
06630090,קצנלסון יצחק ,9  ,6111 , 210,available
06630100,דוליצקי ,1  ,6111 , 227,low
06630110,קצנלסון יצחק ,11  ,6111 , 395,available
06630120,קצנלסון יצחק ,12  ,6111 , 815,available
06630130,קצנלסון יצחק ,13  ,6111 , 225,available
06630150,קצנלסון יצחק ,15  ,6111 , 224,high
